cur_jan_2022_93221473821_k9llvd00d
AccountId,ResourceId,RegionName,UsageDateTime,ServiceCode,CostType,Cost
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-03T21:00:00Z,rds,RegularCost,3.5
93221473821,r-0807b7607a06cb897,eu-west-1,2022-01-03T23:00:00Z,es,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-03T23:00:00Z,rds,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-04T00:00:00Z,rds,RegularCost,3.5
93221473821,r-0807b7607a06cb897,eu-west-1,2022-01-04T00:00:00Z,es,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-04T01:00:00Z,rds,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-04T03:00:00Z,rds,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-04T06:00:00Z,ec2,RegularCost,2.1
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-04T06:00:00Z,rds,RegularCost,2.1
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-04T07:00:00Z,rds,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-04T08:00:00Z,rds,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-04T16:00:00Z,ec2,RegularCost,2.1
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-04T16:00:00Z,ec2,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-04T17:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-04T18:00:00Z,rds,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-04T20:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-04T23:00:00Z,rds,RegularCost,3.5
93221473821,r-0807b7607a06cb897,eu-west-1,2022-01-05T04:00:00Z,es,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-05T06:00:00Z,rds,RegularCost,1.75
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-05T07:00:00Z,ec2,RegularCost,3.5
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-05T19:00:00Z,ec2,RegularCost,1.75
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-05T20:00:00Z,ec2,RegularCost,2.1
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-05T22:00:00Z,ec2,RegularCost,2.1
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-05T23:00:00Z,ec2,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-06T03:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-06T07:00:00Z,rds,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-06T11:00:00Z,ec2,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-07T02:00:00Z,rds,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-07T03:00:00Z,ec2,RegularCost,1.75
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-07T04:00:00Z,rds,RegularCost,2.1
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-07T05:00:00Z,rds,RegularCost,2.1
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-07T05:00:00Z,ec2,RegularCost,3.5
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-07T08:00:00Z,ec2,RegularCost,1.75
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-07T09:00:00Z,rds,RegularCost,1.75
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-07T13:00:00Z,rds,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-07T15:00:00Z,ec2,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-07T15:00:00Z,rds,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-07T19:00:00Z,rds,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-07T19:00:00Z,rds,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-07T21:00:00Z,rds,RegularCost,3.5
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-07T23:00:00Z,ec2,RegularCost,3.5
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-08T00:00:00Z,ec2,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-08T05:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-08T15:00:00Z,rds,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-08T18:00:00Z,rds,RegularCost,3.5
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-08T19:00:00Z,ec2,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-08T20:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-09T01:00:00Z,rds,RegularCost,2.1
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-09T01:00:00Z,rds,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-09T13:00:00Z,rds,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-09T18:00:00Z,rds,RegularCost,2.1
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-09T23:00:00Z,rds,RegularCost,3.5
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-09T23:00:00Z,ec2,RegularCost,1.75
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-10T01:00:00Z,ec2,RegularCost,3.5
93221473821,i-046f19378a1c7c7,us-east-1,2022-01-10T07:00:00Z,ec2,RegularCost,3.5
93221473821,i-046f19378a1c7c7,ap-southeast-1,2022-01-10T12:00:00Z,ec2,RegularCost,3.5
93221473821,vol-0613f01585d9be4,us-east-1,2022-01-10T12:00:00Z,rds,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-10T15:00:00Z,rds,RegularCost,1.75
93221473821,i-046f19378a1c7c7,eu-west-1,2022-01-10T17:00:00Z,es,RegularCost,3.5
93221473821,i-046f19378a1c7c7,eu-west-1,2022-01-10T18:00:00Z,es,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-11T00:00:00Z,ec2,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-11T02:00:00Z,ec2,RegularCost,2.1
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-11T06:00:00Z,ec2,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-11T08:00:00Z,ec2,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-11T13:00:00Z,ec2,RegularCost,3.5
93221473821,,,2022-01-11T15:00:00Z,s3,RegularCost,3.5
93221473821,,,2022-01-11T17:00:00Z,s3,RegularCost,3.5
93221473821,,,2022-01-11T18:00:00Z,s3,RegularCost,3.5
93221473821,,,2022-01-12T01:00:00Z,s3,RegularCost,3.5
93221473821,,,2022-01-12T19:00:00Z,s3,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-12T22:00:00Z,rds,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-13T05:00:00Z,rds,RegularCost,3.5
93221473821,i-0be52c7f83321af5b,ap-southeast-1,2022-01-13T12:00:00Z,rds,RegularCost,1.75
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-13T17:00:00Z,ec2,RegularCost,2.1
93221473821,arn:aws:logs:us-east-1:932213950603:log-group:/aws/lambda/scheduled-tasks-prod-metrics-processing-invoker,ap-southeast-1,2022-01-13T19:00:00Z,ec2,RegularCost,1.75
93221473821,arn:aws:logs:us-east-1:932213950603:log-group:/aws/lambda/scheduled-tasks-prod-metrics-processing-invoker,ap-southeast-1,2022-01-14T03:00:00Z,ec2,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-14T08:00:00Z,ec2,RegularCost,3.5
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-14T15:00:00Z,ec2,RegularCost,1.75
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-14T16:00:00Z,ec2,RegularCost,1.75
93221473821,vol-05b9567b26ef5b1,us-east-1,2022-01-14T17:00:00Z,ec2,RegularCost,2.1
93221473821,vol-05b9567b26ef5b1,ap-southeast-1,2022-01-14T18:00:00Z,ec2,RegularCost,3.5
