cur_jan_2022_77180873564_xi8ndskf
AccountId,ResourceId,RegionName,UsageDateTime,ServiceCode,CostType,Cost
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-04T06:00:00Z,ec2,RegularCost,20.16
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-04T07:00:00Z,ec2,RegularCost,12.096
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-04T08:00:00Z,ec2,RegularCost,20.16
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-04T16:00:00Z,,RegularCost,12.096
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-04T16:00:00Z,,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-04T17:00:00Z,,RegularCost,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-04T18:00:00Z,ec2,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-04T20:00:00Z,ec2,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-04T23:00:00Z,ec2,RegularCost,10.08
77180873564,i-0e41d857ffa1731,us-east-1,2022-01-05T04:00:00Z,s3,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-05T06:00:00Z,ec2,Discount,10.08
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-05T07:00:00Z,rds,Discount,12.096
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-05T19:00:00Z,rds,Discount,12.096
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-05T20:00:00Z,rds,RegularCost,12.096
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-05T22:00:00Z,rds,RegularCost,12.096
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-05T23:00:00Z,rds,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-06T03:00:00Z,ec2,RegularCost,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-06T07:00:00Z,ec2,RegularCost,20.16
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-06T11:00:00Z,rds,RegularCost,10.08
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-07T02:00:00Z,ec2,RegularCost,12.096
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-07T03:00:00Z,rds,RegularCost,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-07T04:00:00Z,ec2,RegularCost,20.16
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-07T05:00:00Z,ec2,RegularCost,10.08
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-07T05:00:00Z,rds,RegularCost,10.08
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-07T08:00:00Z,rds,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-07T09:00:00Z,ec2,RegularCost,12.096
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-07T13:00:00Z,ec2,RegularCost,20.16
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-07T15:00:00Z,rds,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-07T15:00:00Z,ec2,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-07T19:00:00Z,ec2,RegularCost,20.16
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-07T19:00:00Z,ec2,RegularCost,20.16
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-07T21:00:00Z,ec2,RegularCost,12.096
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-07T23:00:00Z,rds,Refund,12.096
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-08T00:00:00Z,rds,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-08T05:00:00Z,ec2,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-08T15:00:00Z,ec2,RegularCost,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-08T18:00:00Z,ec2,RegularCost,12.096
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-08T19:00:00Z,rds,RegularCost,12.096
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-08T20:00:00Z,ec2,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-09T01:00:00Z,ec2,RegularCost,20.16
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-09T01:00:00Z,ec2,RegularCost,12.096
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-09T13:00:00Z,ec2,RegularCost,20.16
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-09T18:00:00Z,ec2,RegularCost,10.08
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-09T23:00:00Z,ec2,RegularCost,20.16
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-09T23:00:00Z,rds,RegularCost,20.16
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-10T01:00:00Z,rds,RegularCost,20.16
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-10T07:00:00Z,rds,RegularCost,20.16
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-10T12:00:00Z,rds,RegularCost,10.08
77180873564,vol-0280a9ec8c54bdck,us-east-1,2022-01-10T12:00:00Z,ec2,RegularCost,20.16
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-10T15:00:00Z,ec2,RegularCost,20.16
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-10T17:00:00Z,s3,RegularCost,20.16
77180873564,i-054db9f262c68a4zz,us-east-1,2022-01-10T18:00:00Z,s3,RegularCost,12.096
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-11T00:00:00Z,rds,RegularCost,20.16
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-11T02:00:00Z,rds,RegularCost,20.16
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-11T06:00:00Z,rds,RegularCost,20.16
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-11T08:00:00Z,rds,RegularCost,20.16
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-11T13:00:00Z,rds,RegularCost,20.16
77180873564,i-888h01585d9n8j,us-east-1,2022-01-11T15:00:00Z,s3,RegularCost,20.16
77180873564,i-888h01585d9n8j,us-east-1,2022-01-11T17:00:00Z,s3,RegularCost,20.16
77180873564,i-888h01585d9n8j,us-east-1,2022-01-11T18:00:00Z,s3,RegularCost,20.16
77180873564,i-888h01585d9n8j,us-east-1,2022-01-12T01:00:00Z,s3,RegularCost,20.16
77180873564,i-888h01585d9n8j,us-east-1,2022-01-12T19:00:00Z,s3,RegularCost,20.16
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-12T22:00:00Z,ec2,RegularCost,10.08
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-13T05:00:00Z,ec2,RegularCost,12.096
77180873564,i-i-0e7a1dc0daaf298,us-east-1,2022-01-13T12:00:00Z,ec2,RegularCost,10.08
77180873564,i-vol-0214451ad4555efv,us-east-1,2022-01-13T17:00:00Z,rds,RegularCost,20.16
77180873564,i-888h01585d9n8j,us-east-1,2022-01-13T19:00:00Z,rds,RegularCost,20.16
